month,season,genre1,genre2,genre3,genre4,genre5
7,Summer,Crime,Action,Thriller,#N/A,#N/A
7,Summer,Action,Comedy,Crime,#N/A,#N/A
7,Summer,Action,SF,Adventure,#N/A,#N/A
7,Summer,Drama,Comedy,Action,#N/A,#N/A
7,Summer,SF,Action,#N/A,#N/A,#N/A
7,Summer,Action,Adventure,#N/A,#N/A,#N/A
7,Summer,Action,Drama,#N/A,#N/A,#N/A
7,Summer,Action,#N/A,#N/A,#N/A,#N/A
7,Summer,Action,Drama,SF,Thriller,#N/A
7,Summer,Crime,Action,#N/A,#N/A,#N/A
7,Summer,Action,Adventure,SF,#N/A,#N/A
7,Summer,Horror,Thriller,#N/A,#N/A,#N/A
7,Summer,Horror,#N/A,#N/A,#N/A,#N/A
7,Summer,Crime,Drama,#N/A,#N/A,#N/A
7,Summer,Action,Drama,#N/A,#N/A,#N/A
7,Summer,Action,Adventure,Thriller,#N/A,#N/A
7,Summer,Action,Adventure,SF,Thriller,#N/A
7,Summer,Fantasy,Horror,#N/A,#N/A,#N/A
7,Summer,Horror,#N/A,#N/A,#N/A,#N/A
7,Summer,SF,Action,Comedy,#N/A,#N/A
7,Summer,Action,Thriller,#N/A,#N/A,#N/A
7,Summer,War,Drama,#N/A,#N/A,#N/A
7,Summer,Crime,Action,#N/A,#N/A,#N/A
7,Summer,Action,Thriller,#N/A,#N/A,#N/A
7,Summer,Comedy,Adventure,#N/A,#N/A,#N/A
7,Summer,Drama,Thriller,#N/A,#N/A,#N/A
7,Summer,Action,Adventure,SF,#N/A,#N/A
7,Summer,Action,Drama,#N/A,#N/A,#N/A
7,Summer,Action,Drama,Thriller,War,#N/A
7,Summer,Horror,Thriller,#N/A,#N/A,#N/A
7,Summer,Melodrama/Romance,Drama,#N/A,#N/A,#N/A
7,Summer,Action,Adventure,Thriller,#N/A,#N/A
7,Summer,Action,Adventure,SF,#N/A,#N/A
7,Summer,Action,Crime,Drama,#N/A,#N/A
7,Summer,SF,Action,#N/A,#N/A,#N/A
7,Summer,Drama,#N/A,#N/A,#N/A,#N/A
7,Summer,Action,Comedy,#N/A,#N/A,#N/A
7,Summer,Action,Adventure,Comedy,SF,#N/A
7,Summer,Mystery,Action,Fantasy,Horror,#N/A
7,Summer,Drama,#N/A,#N/A,#N/A,#N/A
7,Summer,Comedy,#N/A,#N/A,#N/A,#N/A
8,Summer,Action,Crime,Drama,#N/A,#N/A
8,Summer,Crime,Thriller,#N/A,#N/A,#N/A
8,Summer,Fantasy,Action,Adventure,Family,#N/A
8,Summer,Drama,Melodrama/Romance,#N/A,#N/A,#N/A
8,Summer,Action,Horror,Thriller,#N/A,#N/A
8,Summer,Action,Adventure,Thriller,War,#N/A
8,Summer,SF,Thriller,Action,Adventure,#N/A
8,Summer,Horror,#N/A,#N/A,#N/A,#N/A
8,Summer,Drama,#N/A,#N/A,#N/A,#N/A
8,Summer,Action,War,#N/A,#N/A,#N/A
8,Summer,Action,Adventure,SF,#N/A,#N/A
8,Summer,Thriller,#N/A,#N/A,#N/A,#N/A
8,Summer,SF,Action,Adventure,#N/A,#N/A
8,Summer,Drama,#N/A,#N/A,#N/A,#N/A
8,Summer,Action,Adventure,#N/A,#N/A,#N/A
8,Summer,Action,SF,Thriller,Western,#N/A
8,Summer,Comedy,Action,#N/A,#N/A,#N/A
8,Summer,Thriller,#N/A,#N/A,#N/A,#N/A
8,Summer,Crime,Thriller,#N/A,#N/A,#N/A
8,Summer,Action,SF,#N/A,#N/A,#N/A
8,Summer,Action,Drama,#N/A,#N/A,#N/A
8,Summer,Melodrama/Romance,Drama,#N/A,#N/A,#N/A
8,Summer,Drama,Comedy,#N/A,#N/A,#N/A
8,Summer,Action,Thriller,Horror,#N/A,#N/A
8,Summer,SF,Action,Drama,#N/A,#N/A
8,Summer,Thriller,#N/A,#N/A,#N/A,#N/A
8,Summer,Drama,Adventure,Action,#N/A,#N/A
8,Summer,Crime,Thriller,Mystery,#N/A,#N/A
8,Summer,SF,Action,Drama,#N/A,#N/A
8,Summer,Adventure,Action,#N/A,#N/A,#N/A
8,Summer,Action,Thriller,#N/A,#N/A,#N/A
8,Summer,Drama,#N/A,#N/A,#N/A,#N/A
8,Summer,Drama,Melodrama/Romance,#N/A,#N/A,#N/A
8,Summer,Action,Drama,#N/A,#N/A,#N/A
8,Summer,Melodrama/Romance,#N/A,#N/A,#N/A,#N/A
8,Summer,Comedy,#N/A,#N/A,#N/A,#N/A
8,Summer,Action,Drama,#N/A,#N/A,#N/A
8,Summer,Action,SF,#N/A,#N/A,#N/A
8,Summer,Action,#N/A,#N/A,#N/A,#N/A
8,Summer,Drama,#N/A,#N/A,#N/A,#N/A
8,Summer,Epic,Drama,#N/A,#N/A,#N/A
8,Summer,Action,#N/A,#N/A,#N/A,#N/A
8,Summer,Action,Adventure,SF,Thriller,#N/A
8,Summer,Horror,#N/A,#N/A,#N/A,#N/A
8,Summer,Drama,#N/A,#N/A,#N/A,#N/A
8,Summer,Action,Crime,Thriller,#N/A,#N/A
8,Summer,Action,Comedy,SF,#N/A,#N/A
8,Summer,Drama,Family,#N/A,#N/A,#N/A
8,Summer,Action,#N/A,#N/A,#N/A,#N/A
8,Summer,Action,Adventure,Drama,SF,#N/A
8,Summer,Horror,Thriller,Mystery,#N/A,#N/A
8,Summer,Action,Comedy,#N/A,#N/A,#N/A
8,Summer,Crime,Drama,#N/A,#N/A,#N/A
8,Summer,Mystery,Thriller,#N/A,#N/A,#N/A
8,Summer,Action,Adventure,SF,#N/A,#N/A
8,Summer,Fantasy,Drama,#N/A,#N/A,#N/A
8,Summer,Drama,#N/A,#N/A,#N/A,#N/A
8,Summer,Drama,#N/A,#N/A,#N/A,#N/A
8,Summer,Melodrama/Romance,#N/A,#N/A,#N/A,#N/A
8,Summer,Thriller,#N/A,#N/A,#N/A,#N/A
8,Summer,Musical,#N/A,#N/A,#N/A,#N/A
8,Summer,Drama,#N/A,#N/A,#N/A,#N/A
8,Summer,Action,Horror,SF,Thriller,#N/A
8,Summer,Action,Comedy,#N/A,#N/A,#N/A
8,Summer,Action,Drama,#N/A,#N/A,#N/A
8,Summer,Action,#N/A,#N/A,#N/A,#N/A
8,Summer,Horror,Thriller,#N/A,#N/A,#N/A
8,Summer,Melodrama/Romance,Drama,#N/A,#N/A,#N/A
8,Summer,Drama,#N/A,#N/A,#N/A,#N/A
8,Summer,Horror,#N/A,#N/A,#N/A,#N/A
9,Fall,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
9,Fall,Action,Thriller,#N/A,#N/A,#N/A
9,Fall,Action,Drama,#N/A,#N/A,#N/A
9,Fall,Action,Horror,SF,Thriller,#N/A
9,Fall,Comedy,#N/A,#N/A,#N/A,#N/A
9,Fall,Drama,Melodrama/Romance,#N/A,#N/A,#N/A
9,Fall,Action,Comedy,Melodrama/Romance,Thriller,#N/A
9,Fall,Drama,#N/A,#N/A,#N/A,#N/A
9,Fall,Drama,Thriller,#N/A,#N/A,#N/A
9,Fall,Comedy,Action,#N/A,#N/A,#N/A
9,Fall,Comedy,#N/A,#N/A,#N/A,#N/A
9,Fall,Drama,#N/A,#N/A,#N/A,#N/A
9,Fall,Drama,#N/A,#N/A,#N/A,#N/A
9,Fall,Action,Drama,#N/A,#N/A,#N/A
9,Fall,Horror,Action,#N/A,#N/A,#N/A
9,Fall,Mystery,Thriller,#N/A,#N/A,#N/A
9,Fall,Drama,#N/A,#N/A,#N/A,#N/A
9,Fall,Action,Crime,Drama,#N/A,#N/A
9,Fall,Drama,Comedy,Action,#N/A,#N/A
9,Fall,Action,Adventure,Thriller,#N/A,#N/A
9,Fall,Action,SF,Horror,Thriller,#N/A
9,Fall,Action,Adventure,Thriller,#N/A,#N/A
9,Fall,Drama,#N/A,#N/A,#N/A,#N/A
9,Fall,Comedy,Action,#N/A,#N/A,#N/A
9,Fall,Horror,Thriller,#N/A,#N/A,#N/A
9,Fall,Fantasy,Action,Adventure,Drama,#N/A
9,Fall,Adventure,Family,Fantasy,#N/A,#N/A
9,Fall,Drama,#N/A,#N/A,#N/A,#N/A
9,Fall,Action,Mystery,SF,Thriller,#N/A
9,Fall,Action,#N/A,#N/A,#N/A,#N/A
9,Fall,Drama,#N/A,#N/A,#N/A,#N/A
9,Fall,Drama,Melodrama/Romance,#N/A,#N/A,#N/A
9,Fall,Drama,#N/A,#N/A,#N/A,#N/A
9,Fall,Comedy,#N/A,#N/A,#N/A,#N/A
9,Fall,Action,SF,#N/A,#N/A,#N/A
9,Fall,Action,SF,Thriller,#N/A,#N/A
9,Fall,Comedy,Crime,#N/A,#N/A,#N/A
9,Fall,War,Drama,#N/A,#N/A,#N/A
9,Fall,Thriller,#N/A,#N/A,#N/A,#N/A
9,Fall,Adventure,Drama,Thriller,#N/A,#N/A
9,Fall,Thriller,Crime,#N/A,#N/A,#N/A
9,Fall,Action,#N/A,#N/A,#N/A,#N/A
9,Fall,Fantasy,Mystery,#N/A,#N/A,#N/A
9,Fall,Crime,Action,#N/A,#N/A,#N/A
9,Fall,Adventure,Drama,#N/A,#N/A,#N/A
9,Fall,Drama,#N/A,#N/A,#N/A,#N/A
9,Fall,Action,Western,#N/A,#N/A,#N/A
9,Fall,Comedy,Melodrama/Romance,#N/A,#N/A,#N/A
9,Fall,Drama,#N/A,#N/A,#N/A,#N/A
9,Fall,Adventure,Family,Fantasy,#N/A,#N/A
9,Fall,Action,Adventure,Comedy,#N/A,#N/A
9,Fall,Drama,#N/A,#N/A,#N/A,#N/A
9,Fall,Crime,Thriller,#N/A,#N/A,#N/A
9,Fall,Horror,Drama,#N/A,#N/A,#N/A
9,Fall,Action,Crime,Thriller,#N/A,#N/A
9,Fall,Crime,Action,#N/A,#N/A,#N/A
9,Fall,Action,#N/A,#N/A,#N/A,#N/A
9,Fall,Historical,#N/A,#N/A,#N/A,#N/A
9,Fall,Crime,#N/A,#N/A,#N/A,#N/A
9,Fall,Horror,Mystery,Thriller,#N/A,#N/A
9,Fall,Action,#N/A,#N/A,#N/A,#N/A
9,Fall,Comedy,Drama,Crime,#N/A,#N/A
9,Fall,Crime,Action,#N/A,#N/A,#N/A
9,Fall,Crime,Drama,#N/A,#N/A,#N/A
9,Fall,Comedy,Drama,#N/A,#N/A,#N/A
9,Fall,War,#N/A,#N/A,#N/A,#N/A
9,Fall,Thriller,#N/A,#N/A,#N/A,#N/A
9,Fall,Crime,#N/A,#N/A,#N/A,#N/A
9,Fall,SF,Thriller,#N/A,#N/A,#N/A
9,Fall,Drama,#N/A,#N/A,#N/A,#N/A
9,Fall,Drama,Comedy,#N/A,#N/A,#N/A
10,Fall,Crime,Drama,#N/A,#N/A,#N/A
10,Fall,Thriller,Crime,#N/A,#N/A,#N/A
10,Fall,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
10,Fall,Mystery,Crime,Action,Thriller,#N/A
10,Fall,Action,#N/A,#N/A,#N/A,#N/A
10,Fall,Drama,#N/A,#N/A,#N/A,#N/A
10,Fall,Drama,#N/A,#N/A,#N/A,#N/A
10,Fall,Action,Drama,SF,#N/A,#N/A
10,Fall,Melodrama/Romance,#N/A,#N/A,#N/A,#N/A
10,Fall,Fantasy,Action,#N/A,#N/A,#N/A
10,Fall,Action,SF,Thriller,#N/A,#N/A
10,Fall,Melodrama/Romance,Drama,Fantasy,#N/A,#N/A
10,Fall,Action,#N/A,#N/A,#N/A,#N/A
10,Fall,Mystery,#N/A,#N/A,#N/A,#N/A
10,Fall,Action,Drama,#N/A,#N/A,#N/A
10,Fall,Comedy,Horror,#N/A,#N/A,#N/A
10,Fall,SF,Action,#N/A,#N/A,#N/A
10,Fall,Melodrama/Romance,Drama,#N/A,#N/A,#N/A
10,Fall,SF,Drama,Mystery,Thriller,#N/A
10,Fall,Action,Adventure,Fantasy,#N/A,#N/A
10,Fall,Drama,#N/A,#N/A,#N/A,#N/A
10,Fall,Action,Thriller,#N/A,#N/A,#N/A
10,Fall,Thriller,#N/A,#N/A,#N/A,#N/A
10,Fall,Family,#N/A,#N/A,#N/A,#N/A
10,Fall,Drama,#N/A,#N/A,#N/A,#N/A
10,Fall,Comedy,#N/A,#N/A,#N/A,#N/A
10,Fall,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
10,Fall,Drama,#N/A,#N/A,#N/A,#N/A
10,Fall,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
10,Fall,Thriller,#N/A,#N/A,#N/A,#N/A
10,Fall,Drama,#N/A,#N/A,#N/A,#N/A
10,Fall,Fantasy,Action,#N/A,#N/A,#N/A
10,Fall,Drama,#N/A,#N/A,#N/A,#N/A
10,Fall,Comedy,Family,#N/A,#N/A,#N/A
10,Fall,Horror,#N/A,#N/A,#N/A,#N/A
10,Fall,Melodrama/Romance,#N/A,#N/A,#N/A,#N/A
10,Fall,Drama,#N/A,#N/A,#N/A,#N/A
10,Fall,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
10,Fall,Action,Thriller,#N/A,#N/A,#N/A
10,Fall,Adventure,Drama,SF,#N/A,#N/A
10,Fall,Action,Thriller,#N/A,#N/A,#N/A
10,Fall,Crime,Action,#N/A,#N/A,#N/A
10,Fall,Thriller,#N/A,#N/A,#N/A,#N/A
10,Fall,Thriller,#N/A,#N/A,#N/A,#N/A
10,Fall,Drama,Adventure,#N/A,#N/A,#N/A
10,Fall,Comedy,#N/A,#N/A,#N/A,#N/A
10,Fall,Action,Adventure,Fantasy,#N/A,#N/A
10,Fall,Horror,Thriller,#N/A,#N/A,#N/A
10,Fall,Mystery,Thriller,#N/A,#N/A,#N/A
10,Fall,Horror,#N/A,#N/A,#N/A,#N/A
10,Fall,Action,#N/A,#N/A,#N/A,#N/A
10,Fall,Action,Adventure,Fantasy,SF,#N/A
10,Fall,Drama,#N/A,#N/A,#N/A,#N/A
10,Fall,Action,SF,Thriller,#N/A,#N/A
10,Fall,Drama,#N/A,#N/A,#N/A,#N/A
10,Fall,Drama,#N/A,#N/A,#N/A,#N/A
10,Fall,Drama,Comedy,#N/A,#N/A,#N/A
10,Fall,Action,SF,Thriller,#N/A,#N/A
10,Fall,Crime,Drama,#N/A,#N/A,#N/A
10,Fall,Action,#N/A,#N/A,#N/A,#N/A
10,Fall,Drama,#N/A,#N/A,#N/A,#N/A
10,Fall,SF,Drama,#N/A,#N/A,#N/A
10,Fall,Adventure,#N/A,#N/A,#N/A,#N/A
10,Fall,Drama,Melodrama/Romance,#N/A,#N/A,#N/A
10,Fall,Thriller,Drama,#N/A,#N/A,#N/A
10,Fall,Drama,#N/A,#N/A,#N/A,#N/A
10,Fall,Melodrama/Romance,#N/A,#N/A,#N/A,#N/A
10,Fall,SF,Action,#N/A,#N/A,#N/A
10,Fall,Fantasy,#N/A,#N/A,#N/A,#N/A
10,Fall,Comedy,Drama,#N/A,#N/A,#N/A
10,Fall,Drama,#N/A,#N/A,#N/A,#N/A
10,Fall,Action,Drama,SF,#N/A,#N/A
11,Fall,SF,Thriller,Action,Drama,#N/A
11,Fall,SF,Thriller,#N/A,#N/A,#N/A
11,Fall,Comedy,Crime,#N/A,#N/A,#N/A
11,Fall,Drama,#N/A,#N/A,#N/A,#N/A
11,Fall,Comedy,#N/A,#N/A,#N/A,#N/A
11,Fall,Action,#N/A,#N/A,#N/A,#N/A
11,Fall,Action,Drama,Thriller,#N/A,#N/A
11,Fall,Comedy,Melodrama/Romance,#N/A,#N/A,#N/A
11,Fall,Drama,Fantasy,Melodrama/Romance,Thriller,#N/A
11,Fall,Action,Drama,Fantasy,#N/A,#N/A
11,Fall,Action,Crime,#N/A,#N/A,#N/A
11,Fall,Drama,#N/A,#N/A,#N/A,#N/A
11,Fall,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
11,Fall,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
11,Fall,Comedy,Melodrama/Romance,#N/A,#N/A,#N/A
11,Fall,Action,#N/A,#N/A,#N/A,#N/A
11,Fall,Action,Thriller,#N/A,#N/A,#N/A
11,Fall,Drama,Fantasy,Melodrama/Romance,Thriller,#N/A
11,Fall,Thriller,Drama,#N/A,#N/A,#N/A
11,Fall,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
11,Fall,Noir,Action,#N/A,#N/A,#N/A
11,Fall,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
11,Fall,Fantasy,Action,#N/A,#N/A,#N/A
11,Fall,Action,Drama,#N/A,#N/A,#N/A
11,Fall,Thriller,#N/A,#N/A,#N/A,#N/A
11,Fall,Thriller,Drama,#N/A,#N/A,#N/A
11,Fall,Noir,#N/A,#N/A,#N/A,#N/A
11,Fall,SF,#N/A,#N/A,#N/A,#N/A
11,Fall,Action,Drama,War,#N/A,#N/A
11,Fall,Action,#N/A,#N/A,#N/A,#N/A
11,Fall,Fantasy,Action,#N/A,#N/A,#N/A
11,Fall,Drama,#N/A,#N/A,#N/A,#N/A
11,Fall,Drama,Comedy,#N/A,#N/A,#N/A
11,Fall,Crime,Drama,#N/A,#N/A,#N/A
11,Fall,Mystery,Drama,#N/A,#N/A,#N/A
11,Fall,Action,Adventure,Crime,Thriller,#N/A
11,Fall,Action,Fantasy,#N/A,#N/A,#N/A
11,Fall,Drama,#N/A,#N/A,#N/A,#N/A
11,Fall,Drama,#N/A,#N/A,#N/A,#N/A
11,Fall,Drama,Thriller,#N/A,#N/A,#N/A
11,Fall,Fantasy,Adventure,#N/A,#N/A,#N/A
11,Fall,Comedy,Drama,#N/A,#N/A,#N/A
11,Fall,Mystery,Family,Suspense,#N/A,#N/A
11,Fall,Drama,#N/A,#N/A,#N/A,#N/A
11,Fall,Drama,Fantasy,#N/A,#N/A,#N/A
11,Fall,Horror,#N/A,#N/A,#N/A,#N/A
11,Fall,Crime,#N/A,#N/A,#N/A,#N/A
11,Fall,Action,Adventure,Fantasy,SF,#N/A
11,Fall,Comedy,#N/A,#N/A,#N/A,#N/A
11,Fall,Mystery,Thriller,#N/A,#N/A,#N/A
11,Fall,Mystery,Horror,Thriller,#N/A,#N/A
11,Fall,Drama,Mystery,Crime,#N/A,#N/A
11,Fall,Drama,#N/A,#N/A,#N/A,#N/A
11,Fall,Thriller,#N/A,#N/A,#N/A,#N/A
11,Fall,BlackComedy,#N/A,#N/A,#N/A,#N/A
11,Fall,Drama,#N/A,#N/A,#N/A,#N/A
11,Fall,Adventure,Family,Fantasy,#N/A,#N/A
11,Fall,Crime,Action,#N/A,#N/A,#N/A
11,Fall,Action,Thriller,#N/A,#N/A,#N/A
11,Fall,Adventure,#N/A,#N/A,#N/A,#N/A
11,Fall,Crime,Drama,#N/A,#N/A,#N/A
11,Fall,Crime,Action,#N/A,#N/A,#N/A
11,Fall,Thriller,#N/A,#N/A,#N/A,#N/A
12,Winter,Action,Comedy,Adventure,#N/A,#N/A
12,Winter,Action,Adventure,Fantasy,Mystery,#N/A
12,Winter,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
12,Winter,Crime,Thriller,#N/A,#N/A,#N/A
12,Winter,Comedy,#N/A,#N/A,#N/A,#N/A
12,Winter,Fantasy,Adventure,Family,#N/A,#N/A
12,Winter,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
12,Winter,Action,Thriller,Drama,#N/A,#N/A
12,Winter,Action,Fantasy,Western,#N/A,#N/A
12,Winter,Musical,Melodrama/Romance,Drama,#N/A,#N/A
12,Winter,Comedy,#N/A,#N/A,#N/A,#N/A
12,Winter,Action,#N/A,#N/A,#N/A,#N/A
12,Winter,Melodrama/Romance,Horror,Comedy,#N/A,#N/A
12,Winter,Comedy,#N/A,#N/A,#N/A,#N/A
12,Winter,Comedy,#N/A,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Action,Adventure,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Adventure,#N/A,#N/A,#N/A,#N/A
12,Winter,Crime,Thriller,#N/A,#N/A,#N/A
12,Winter,Action,Adventure,Fantasy,Mystery,#N/A
12,Winter,Action,Adventure,SF,Thriller,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Fantasy,Adventure,#N/A,#N/A,#N/A
12,Winter,Action,#N/A,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
12,Winter,Drama,Melodrama/Romance,#N/A,#N/A,#N/A
12,Winter,Comedy,#N/A,#N/A,#N/A,#N/A
12,Winter,Action,Adventure,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Action,Drama,#N/A,#N/A,#N/A
12,Winter,Fantasy,Adventure,Drama,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Drama,Melodrama/Romance,#N/A,#N/A,#N/A
12,Winter,Horror,Thriller,#N/A,#N/A,#N/A
12,Winter,Comedy,Melodrama/Romance,#N/A,#N/A,#N/A
12,Winter,Action,Mystery,Thriller,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Fantasy,Adventure,#N/A,#N/A,#N/A
12,Winter,Action,Drama,#N/A,#N/A,#N/A
12,Winter,Crime,Action,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Adventure,Drama,Fantasy,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
12,Winter,SF,Action,Adventure,#N/A,#N/A
12,Winter,Fantasy,Musical,#N/A,#N/A,#N/A
12,Winter,Melodrama/Romance,#N/A,#N/A,#N/A,#N/A
12,Winter,Melodrama/Romance,Drama,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Action,Adventure,Fantasy,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Action,Adventure,Drama,#N/A,#N/A
12,Winter,Crime,Action,#N/A,#N/A,#N/A
12,Winter,Fantasy,Adventure,#N/A,#N/A,#N/A
12,Winter,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Action,Crime,#N/A,#N/A,#N/A
12,Winter,Drama,Thriller,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Drama,Musical,Melodrama/Romance,#N/A,#N/A
12,Winter,Crime,Drama,#N/A,#N/A,#N/A
12,Winter,Fantasy,Drama,#N/A,#N/A,#N/A
12,Winter,Action,Adventure,Fantasy,SF,#N/A
12,Winter,Action,Adventure,Fantasy,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Fantasy,Drama,#N/A,#N/A,#N/A
12,Winter,Action,Drama,#N/A,#N/A,#N/A
12,Winter,Action,Crime,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Drama,Musical,Melodrama/Romance,#N/A,#N/A
12,Winter,Action,Adventure,Fantasy,SF,#N/A
12,Winter,Drama,Musical,#N/A,#N/A,#N/A
12,Winter,Action,Adventure,Fantasy,SF,#N/A
12,Winter,Fantasy,Drama,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Action,Adventure,SF,#N/A,#N/A
12,Winter,Crime,Drama,#N/A,#N/A,#N/A
12,Winter,Thriller,#N/A,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Action,#N/A,#N/A,#N/A,#N/A
12,Winter,Action,Adventure,SF,#N/A,#N/A
12,Winter,Drama,Musical,#N/A,#N/A,#N/A
12,Winter,Fantasy,Drama,#N/A,#N/A,#N/A
12,Winter,Action,Drama,#N/A,#N/A,#N/A
12,Winter,Action,Adventure,SF,#N/A,#N/A
12,Winter,Drama,Action,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Action,Adventure,SF,#N/A,#N/A
12,Winter,Action,Drama,#N/A,#N/A,#N/A
12,Winter,Action,Adventure,#N/A,#N/A,#N/A
12,Winter,Historical,#N/A,#N/A,#N/A,#N/A
12,Winter,Musical,Drama,#N/A,#N/A,#N/A
12,Winter,Mystery,Thriller,#N/A,#N/A,#N/A
12,Winter,Action,#N/A,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
12,Winter,Action,Adventure,SF,#N/A,#N/A
12,Winter,Melodrama/Romance,Comedy,#N/A,#N/A,#N/A
12,Winter,Drama,#N/A,#N/A,#N/A,#N/A
